journal,field,openalex_id,doi,title,publication_date,authors,cited_by_count,abstract
Review of Financial Studies,finance,https://openalex.org/W4412701337,https://doi.org/10.1093/rfs/hhaf039,Dynamic Coordination and Bankruptcy Regulations,2025-07-28,Hongda Zhong; Zhen Zhou,1,"Abstract Many regulations aim to promote coordination among creditors in bankruptcy by ex post restricting their ability to exit distressed firms. However, such restrictions may harm creditors’ ex ante incentives to stay invested, thereby worsening coordination outcomes. We build a dynamic coordination model to show how this force shapes creditor runs, bankruptcy filings, and regulation designs. Intriguingly, filing for bankruptcy early, thereby preserving more assets for latecomers, can prolong firm life. Furthermore, regulators’ clawbacks on prebankruptcy repayments can be superior to firms’ commitment to early bankruptcy filing. Our analysis generates implications for automatic stay, avoidable preference, bank failures, and seniority structure."
Review of Financial Studies,finance,https://openalex.org/W4413473497,https://doi.org/10.1093/rfs/hhaf057,Short-Term Reversals and Longer-Term Momentum around the World: Theory and Evidence,2025-08-01,Narasimhan Jegadeesh; Jiang Luo; Avanidhar Subrahmanyam; Sheridan Titman,7,"Abstract Stock returns exhibit reversals at short horizons but slowly transition to momentum over longer horizons. To help understand this pattern, we develop a multiperiod model with short- and long-horizon noise traders, and active investors who underreact to information they do not themselves produce. The model accords with the transition from reversals to momentum and yields the following novel predictions: (a) attenuated reversals after earnings announcements, (b) a negative relation between monthly reversal and longer-term momentum profits across economies and time, and (c) larger reversals when there is more noise trading. Empirical analysis using U.S. and international data supports these predictions."
Review of Financial Studies,finance,https://openalex.org/W4413105365,https://doi.org/10.1093/rfs/hhaf055,Failure to Share Natural Disaster Risk,2025-08-06,Tuomas Tomunen,0,"Abstract I test whether asset prices reflect risk exposures of financial intermediaries in a setting well-suited to tackling concerns about omitted risk factors. I analyze catastrophe bonds whose cash flows are linked to natural disasters and find that 71% of the security-level variation in expected returns can be explained by a theoretically motivated measure of intermediaries’ marginal utility. Assuming natural disasters are independent of aggregate wealth, this result is inconsistent with any alternative explanation based on unobserved macroeconomic risks. In addition, the aggregate premium decreases and becomes less sensitive to the occurrence of disasters when intermediaries’ access to outside capital improves."
Review of Financial Studies,finance,https://openalex.org/W4413118837,https://doi.org/10.1093/rfs/hhaf056,When Financial Advice Leads to Positive Performance: Evidence from Repeated Client–Advisor Interactions,2025-08-13,Charline Uhr,0,"Abstract Does the performance of advisors’ recommendations influence investors’ propensity to seek advice again? I investigate a sample of calls between 10,063 German brokerage clients and financial advisors from 2005–2015. If advisors’ recommendations in the initial meeting led to positive (vs. negative) performance, investors are 2.1 times more likely to arrange a second meeting. This effect is driven by the performance of the recommendations the investor decided to follow. Investors with positive performance follow recommendations to a greater degree. The findings show that experiences matter in the advisory context and shape the demand for advice."
Review of Financial Studies,finance,https://openalex.org/W4413445902,https://doi.org/10.1093/rfs/hhaf063,Option Pricing with Time-Varying Volatility Risk Aversion,2025-08-21,Peter Reinhard Hansen; Chen Tong,0,"Abstract We introduce a pricing kernel with time-varying volatility risk aversion to explain the observed time variations in the shape of the pricing kernel. When combined with the Heston-Nandi GARCH model, this framework yields a tractable option pricing model in which the variance risk ratio (VRR) emerges as a key variable. We show that the VRR is closely linked to economic fundamentals, as well as sentiment and uncertainty measures. A novel approximation method provides analytical option pricing formulas, and we demonstrate substantial reductions in pricing errors through an empirical application to the S&amp;P 500 index, the CBOE VIX, and option prices."
Review of Financial Studies,finance,https://openalex.org/W4413945737,https://doi.org/10.1093/rfs/hhaf067,Institutional Corporate Bond Pricing,2025-08-29,Lorenzo Bretscher; Lukas Schmid; Ishita Sen; Varun Sharma,5,"Abstract We propose an equilibrium corporate bond pricing model that accommodates the heterogeneity in institutional investors’ preferences and mandates in an empirically tractable way. Our model, estimated on rich holdings data, quantifies investors’ preferences and demand elasticities, with inelastic insurers focusing on the investment-grade segment, and elastic mutual funds substituting across ratings groups. The model offers a novel quantitative perspective of the effect of recent trends in institutional ownership on equilibrium credit spreads and the funding costs of corporations. Overall, our model emphasizes the composition of institutional demand as an important state variable for corporate bond pricing."
Review of Financial Studies,finance,https://openalex.org/W4413945728,https://doi.org/10.1093/rfs/hhaf066,Man versus Machine Learning Revisited,2025-08-29,Yingguang Zhang; Yandi Zhu; Juhani T. Linnainmaa,2,"Abstract Binsbergen, Han, and Lopez-Lira (2023) predict analysts’ forecast errors using a random forest model. A strategy that trades against this model’s predictions earns a monthly alpha of 1.54% ($ t $-value = 5.84). This estimate represents a large improvement over studies using classical statistical methods. We attribute the difference to a look-ahead bias. Removing the bias erases the alpha. Linear models yield as accurate forecasts and superior trading profits. Neither alternative machine learning models nor combinations thereof resurrect the predictability. We discuss the state of research into the term structure of analysts’ forecasts and its causal relationship with returns."
Review of Financial Studies,finance,https://openalex.org/W4413928880,https://doi.org/10.1093/rfs/hhaf068,Why Do Investors Like Short-leg Securities? Evidence from a Textual Analysis of Buy Recommendations,2025-08-30,Hailiang Chen; Byoung‐Hyoun Hwang; Zhuozhen Peng,3,"Abstract Our paper examines analyst reports and online stock opinion articles which recommend buying stocks that, based on the literature, trade at high prices and earn low future returns (“short-leg securities”). Using a textual analysis, we test whether the justifications primarily (1) emphasize safe-haven qualities, (2) indicate exuberance, or (3) highlight lottery-like features. Our results strongly point to (3). We subsequently validate our text-based inferences through a survey of institutional and retail investors with long positions in short-leg securities. Overall, perceived upside potential appears to play a material role in driving investor demand for stocks in the short legs of anomalies."
Review of Financial Studies,finance,https://openalex.org/W4413880568,https://doi.org/10.1093/rfs/hhaf028,Relative Performance Evaluation and Strategic Competition,2025-09-01,Li He; Toni M. Whited; Ran Guo,0,"Abstract We examine how relative performance evaluation (RPE) affects industry competition—a question relevant for corporate boards interested in incentivizing executives. Using U.S. airline data, we estimate a dynamic game of competition between heterogeneous firms in an oligopolistic market, with managers incentivized by RPE contracts. While RPE can induce a firm to compete more intensely by smoothing compensation, it also amplifies a firm’s cost efficiency relative to its peers and can weaken competition from inefficient firms. The first effect dominates in small markets and the second in median-sized markets. RPE has little effect in large, highly profitable markets."
Review of Financial Studies,finance,https://openalex.org/W4413922335,https://doi.org/10.1093/rfs/hhaf065,Societal Inequality and Bank Deposit Dynamics: Evidence from the Freedman’s Savings Bank,2025-09-02,Virginia Traweek; Malcolm Wardlaw,1,"Abstract We study depositor behavior and capital flight using data from the Freedman’s Savings Bank, a bank established after the U.S. Civil War to support formerly enslaved individuals. White depositors, who generally had better access to financial information, begin providing significant funding as interest terms are enhanced. They respond faster to postpanic stabilization efforts and negative bank-specific information, and are twice as likely to close accounts before failure, passing expected losses to Black depositors, who were the bank’s primary philanthropic target. Our results show how demand deposit funding of bank-like institutions can create systemic disadvantages for less experienced borrowers."
Review of Financial Studies,finance,https://openalex.org/W4414111259,https://doi.org/10.1093/rfs/hhaf070,The Persistence of Miscalibration,2025-09-08,Michael Boutros; Itzhak Ben‐David; John R. Graham; Campbell R. Harvey; John W. Payne,0,"Abstract We analyze a panel of over 28,400 S&amp;P 500 return forecasts by CFOs to examine whether the extent of CFOs’ miscalibration—providing forecast confidence intervals that are too narrow—decreases over time. We find no improvement with task repetition nor evidence of learning, that is, no improvement in response to past performance. Across CFOs, miscalibration appears to be a persistent personal trait. We find some evidence that the degree of miscalibration is related to birth cohort and stock market familiarity."
Review of Financial Studies,finance,https://openalex.org/W4414111297,https://doi.org/10.1093/rfs/hhaf064,Fragility of Safe Asset Markets,2025-09-10,Thomas M. Eisenbach; Gregory Phelan,0,"Abstract In March 2020, safe asset markets experienced surprising and unprecedented price crashes. We explain how strategic investor behavior can create such market fragility in a model with investors valuing safety, investors valuing liquidity, and constrained dealers. While safety investors and liquidity investors can form a symbiotic relationship with offsetting trades during times of stress, strategic interactions among liquidity investors harbor the potential for self-fulfilling fragility. When the market is fragile, standard flight-to-safety can have a destabilizing effect and trigger a “dash-for-cash” by liquidity investors. Well-designed policy interventions can reduce market fragility ex ante and restore orderly functioning ex post."
Review of Financial Studies,finance,https://openalex.org/W4414347349,https://doi.org/10.1093/rfs/hhaf072,Continuous-Time Fama-MacBeth Regressions,2025-09-11,Yacine Aı̈t-Sahalia; Jean Jacod; Dacheng Xiu,2,"Abstract We develop an asymptotic framework for conducting inference on continuous-time asset pricing models using high-frequency returns over an increasing time horizon. Our study focuses on the identification and estimation of risk premiums associated with the continuous component and jumps of various size brackets. We extend the classical Fama-MacBeth regression from the discrete-time setting to a continuous-time factor model, incorporating general dynamics for factors, idiosyncratic components, and factor loadings. Our empirical analysis of U.S. equities, foreign exchange, and commodities underscores the distinct significance of continuous and jump risk premiums for the specific factors constructed within each asset class in determining expected returns."
Review of Financial Studies,finance,https://openalex.org/W3124656503,https://doi.org/10.1093/rfs/hhaf062,Falling Behind: Has Rising Inequality Fueled the American Debt Boom?,2025-09-13,Moritz Drechsel-Grau; Fabian Greimel,0,"Abstract This paper studies whether the interplay of social comparisons in housing and rising income inequality contributed to the household debt boom in the United States between 1980 and 2007. We develop a tractable macroeconomic model with general social comparisons in housing to show that changes in the distribution of income affect aggregate housing demand, aggregate debt, and house prices if (and only if) social comparisons are asymmetric. In the empirically relevant case of upward-looking comparisons, rising inequality can rationalize a substantial share of the observed housing and debt boom."
Review of Financial Studies,finance,https://openalex.org/W4414860821,https://doi.org/10.1093/rfs/hhaf074,Educating Investors about Dividends,2025-09-16,Andreas Hackethal; Tobin Hanspal; Samuel M. Hartzmark; Konstantin Bräuer,1,"Abstract We educate investors about the benefits of dividend reinvestment and costs of misperceiving dividends as free income. The intervention increases planned dividend reinvestment in survey responses. Using trading records, we observe a causal increase in dividend reinvestment in the field of roughly 50 cents for every euro received. This holds relative to investors’ prior behavior and various control samples. Investors who learned the most from the intervention update their trading the most. The results suggest the free dividends fallacy is a significant source of dividend demand. Our study demonstrates that simple, targeted, and focused educational interventions can affect investment behavior."
Review of Financial Studies,finance,https://openalex.org/W4414494073,https://doi.org/10.1093/rfs/hhaf054,Willingness to Pay for Carbon Mitigation: Field Evidence from the Market for Carbon Offsets,2025-09-23,Matthias Rodemeier,0,"Abstract This paper estimates willingness to pay (WTP) for carbon mitigation from demand for carbon offsets in a field experiment with an online supermarket. The experiment randomizes whether the firm subsidizes the price of the offset or matches the offset’s impact on carbon mitigation. Consumers are price-elastic but fully impact-inelastic, implying that they buy the offset but their WTP for the carbon it mitigates is zero. If the firm informs consumers that it contributes to the offset costs, WTP increases to 16 EUR/tCO$ {}_{2} $. A complementary survey shows that consumers’ stated WTP is 238 EUR/tCO$ {}_{2} $, far above their revealed preferences."
Review of Financial Studies,finance,https://openalex.org/W4415128357,https://doi.org/10.1093/rfs/hhaf078,Data-Driven Investors,2025-09-24,Maxime Bonelli,2,"Abstract How does the increased use of data technologies, like machine learning, by financial intermediaries affect the allocation of capital towards innovation? I study this question in the context of startup financing by venture capitalists (VCs). While VCs adopting data technologies become better at screening startups similar to those in historical data, they tilt their investments towards this pool and become concurrently less likely to finance innovative startups that achieve rare major success. Plausibly exogenous variations in VCs’ screening automation suggest that these effects are causal. These findings highlight how investors’ adoption of data technologies can have real effects through innovation financing."
Review of Financial Studies,finance,https://openalex.org/W4414686116,https://doi.org/10.1093/rfs/hhaf081,Dissecting Corporate Culture Using Generative AI,2025-09-30,Kai Li; Feng Mai; Rui Shen; Chelsea Yang; Tengfei Zhang,1,"Abstract We conduct the first large-scale study of how different stakeholder groups assess corporate culture and quantify the economic implications of those differences. We employ generative AI to analyze analyst reports, call transcripts, and employee reviews, and organize the extracted information into a knowledge graph that links a culture type to its perceived causes and effects. We demonstrate that the divergence in different stakeholder groups' assessment of culture aligns with their distinct roles and economic incentives. Moreover, we show that analysts' culture analyses are incorporated into stock recommendations and target prices, and investors react to divergence in stakeholders' assessment of culture."
Review of Financial Studies,finance,https://openalex.org/W4414860953,https://doi.org/10.1093/rfs/hhaf080,Collateral Effects: The Role of FinTech in Small Business Lending,2025-09-30,Paul M. Beaumont; Huan Tang; Eric Vansteenberghe,1,"Abstract This paper investigates the impact of introducing junior unsecured loans (i.e., FinTech loans) into the small business lending market. Using French administrative data, we find that firms experience a 13% increase in bank credit after receiving a FinTech loan. We use propensity score matching procedures and a shift-share instrument to account for credit demand. The credit increase only occurs when FinTech borrowers invest in new assets, and Fintech borrowers are subsequently more likely to pledge collateral to banks. This suggests that firms use FinTech loans to acquire assets that they then pledge to banks, thereby increasing total borrowing capacity."
Review of Financial Studies,finance,https://openalex.org/W4414936275,https://doi.org/10.1093/rfs/hhaf077,Regulating CEO Pay: Evidence from the Nonprofit Revitalization Act,2025-10-01,Ilona Babenko; Benjamin Bennett; Rik Sen,0,"Abstract This paper examines CEO pay at nonprofits. Using compensation data for 14,111 nonprofits, we find that CEO pay dropped by 2% after legislation in New York reduced CEOs’ ability to influence their own pay. Despite lower pay, CEOs exerted more effort, and nonprofit performance improved. The effects were stronger at commercial nonprofits than at charities and for male CEOs than female CEOs. These findings are consistent with a model where some nonprofit CEOs derive meaning from their work and compensation can be rigged. Overall, our results suggest that regulation that targets the pay-setting process can improve organizational outcomes at nonprofits."
Review of Financial Studies,finance,https://openalex.org/W4414900364,https://doi.org/10.1093/rfs/hhaf082,Anticipatory Trading Against Distressed Mega Hedge Funds,2025-10-03,Vikas Agarwal; George O. Aragon; Vikram K. Nanda; Kelsey D. Wei,0,"Abstract Stocks expected to be sold by distressed mega hedge funds (MHFs) face anticipatory institutional selling and increased short interest. However, no evidence of anticipatory trading is found in stocks held by nondistressed MHFs, distressed non-MHFs, or stocks confidentially held by distressed MHFs, suggesting that public portfolio disclosure by large and closely followed distressed investors, and not common investment signals, drives anticipatory trading. Distressed MHFs with greater exposure to such anticipatory trading suffer 2.21% lower style-adjusted returns. Stocks subject to anticipatory trading experience negative abnormal returns followed by reversals, indicating the price destabilizing effect of anticipatory trading."
Review of Financial Studies,finance,https://openalex.org/W4415197863,https://doi.org/10.1093/rfs/hhaf083,The Pace of Change: Socially Responsible Investing in Private Markets,2025-10-04,Deeksha Gupta; Alexandr Kopytov; Jan Starmans,2,"Abstract We show that socially responsible investors can have a negative impact by slowing the pace of firm reform. Investors with broad prosocial preferences value acquiring dirty firms with high negative production externalities because they can reform these firms. The anticipation of trading gains for dirty firms decreases the incentive of current firm owners to reduce externalities proactively, potentially causing delay in reform. The presence of financial investors—alongside socially responsible investors—can exacerbate delay. Investment mandates through which socially responsible investors commit to paying a premium for green firms can incentivize reform in a timely manner."
Review of Financial Studies,finance,https://openalex.org/W4415033212,https://doi.org/10.1093/rfs/hhaf085,Passive Investing and the Rise of Mega-Firms,2025-10-04,Hao Jiang; Dimitri Vayanos; Lu Zheng,1,"Abstract We study how passive investing affects asset prices. Flows into passive funds disproportionately raise the stock prices of the economy’s largest firms, especially those large firms in high demand by noise traders. Because of this effect, the aggregate market can rise even when flows are entirely due to investors switching from active to passive funds. Intuitively, passive flows increase the idiosyncratic risk of large firms in high demand, which discourages investors from correcting the flows’ effects on prices. Consistent with our theory, prices and idiosyncratic volatilities of the largest S&amp;P500 firms rise the most following flows into that index."
Review of Financial Studies,finance,https://openalex.org/W4415012838,https://doi.org/10.1093/rfs/hhaf084,Are All ESG Funds Created Equal? Only Some Funds Are Committed,2025-10-06,Michelle Lowry; Pingle Wang; Kelsey D. Wei,2,"Abstract Environmental, social, and governance (ESG) funds have heterogeneous incentives to engage with portfolio firms. If funds view ESG as a value driver, then these incentives will affect funds’ behavior and thus their impact on firms. We compare ESG funds with similar levels of ESG investments but different incentives to engage. Funds with higher incentives to engage, that is, committed ESG funds, conduct more ESG-related information acquisition, pursue longer term investment strategies, engage more intensely on ESG issues, and have greater real impacts. Moreover, committed ESG funds have outperformed other ESG funds within subportfolios with higher and more effective ESG engagement."
Review of Financial Studies,finance,https://openalex.org/W4415232537,https://doi.org/10.1093/rfs/hhaf086,Why Do Traditional and Shadow Banks Coexist?,2025-10-08,Victor Lyonnet; Edouard Chrétien,0,"Abstract Traditional and shadow banks interacted in similar ways in the 2007 and COVID-19 crises, when both assets and liabilities flew out of shadow banks and into traditional banks. We explain these facts in a model of the coexistence of traditional and shadow banks in which liabilities and assets flow from the former to the latter in good times, avoiding regulation, and move the other way in a crisis, alleviating fire sales. The model sheds light on how regulations for traditional banks have (unintended) consequences on the shadow banking sector."
Review of Financial Studies,finance,https://openalex.org/W4415066266,https://doi.org/10.1093/rfs/hhaf060,Common Factors in Equity Option Returns,2025-10-09,Alex R. Horenstein; Aurelio Vasquez; Xiao Xiao,1,"Abstract We explore the factor structure in delta-hedged equity option returns. A sparse latent factor model generates a correlation of 0.90 or higher between average and predicted option returns. A comparable performance is achieved with a characteristic-based model containing four factors: the equally weighted option portfolio, a factor based on the difference between historical and implied volatilities, a factor based on the ratio of corporate cash holdings to the total value of the firm’s assets, and a factor based on volatility of volatility. Traditional stock return factors cannot explain these option factors."
Review of Financial Studies,finance,https://openalex.org/W4415274541,https://doi.org/10.1093/rfs/hhaf088,"Uncertainty, Risk, and Capital Growth",2025-10-10,Gill Segal; Ivan Shaliastovich,1,"Abstract We find that high productivity-based macroeconomic uncertainty is associated with greater accumulation of physical capital despite a reduction in investment and valuations. To reconcile this puzzling evidence, we show that uncertainty predicts lower aggregate depreciation of existing capital, which dominates the investment slowdown. We explain these findings by developing a quantitative production-based model in which firms implement precautionary savings through reducing utilization rather than raising investment. Through this novel intensive-margin mechanism, uncertainty shocks command a quarter of the equity premium in general equilibrium. Flexibility in utilization adjustments also helps explain uncertainty risk exposures in the cross-section of industry returns."
Review of Financial Studies,finance,https://openalex.org/W4416243527,https://doi.org/10.1093/rfs/hhaf087,Confident Risk Premiums and Investments Using Machine Learning Uncertainties,2025-10-10,Allena Rohit,0,"Abstract This paper derives ex-ante confidence intervals for stock risk premium forecasts that are based on a wide range of linear and machine learning models. Exploiting the cross-sectional variation in the precision of risk premium forecasts, I provide improved investment strategies. The confident-high-low strategies that take long-short positions exclusively on stocks with precise risk premium forecasts outperform traditional high-low strategies in delivering superior out-of-sample returns and Sharpe ratios across all models. The outperformance increases (decreases) with the model complexity (bias). The confident-high-low strategies are economically interpretable as trading strategies of ambiguity-averse investors who account for confidence intervals around risk premium forecasts."
Review of Financial Studies,finance,https://openalex.org/W4415217686,https://doi.org/10.1093/rfs/hhaf061,What Problem Do Intermediaries Solve? Evidence From Real Estate Markets,2025-10-14,Darren Aiello; Mark J. Garmaise; Taylor Nadauld,0,"Abstract We study intermediation in the housing market. Using data from an online platform utilized by real estate agents to generate leads, we identify exogenous intermediary attention arising from the quasi-randomized ordering of potential listings. Greater intermediary attention leads to an increased probability of listing with an agent and selling quickly, and a higher transaction price. The listing and transaction probabilities of neighboring properties decrease in intermediary attention. These results contrast sharply with endogenous correlations and provide causal evidence that intermediaries resolve property-level frictions deriving from search, information, or behavioral considerations but do not mitigate neighborhood-level information asymmetries."
Review of Financial Studies,finance,https://openalex.org/W4415401865,https://doi.org/10.1093/rfs/hhaf089,Price and Volume Divergence in China’s Real Estate Markets: The Role of Local Governments,2025-10-17,Jeffery Chang; Y. Wang; Wei Xiong,0,"Abstract During the COVID-19 pandemic (2020-2022), Chinese cities witnessed a paradox: residential land and new house prices surged while transaction volumes plummeted. We attribute this to local governments’ active price management through supply controls, land acquisitions by local government financing vehicles (LGFVs), and limits on new home sales permits. Cities more dependent on land sales and land-backed debt before the pandemic experienced greater price increases and price–volume divergence, with LGFVs buying more land at higher prices than other buyers. These interventions helped sustain fiscal financing but deepened developers’ financial distress, revealing unintended consequences of local governments’ fiscal strategies during downturns."
Review of Financial Studies,finance,https://openalex.org/W4415525673,https://doi.org/10.1093/rfs/hhaf053,Investor Sentiment and the Pricing of Characteristics-Based Factors,2025-10-20,Zhuo Chen; Bibo Liu; Huijun Wang; Zhengwei Wang; Jianfeng Yu,2,"Abstract Previous research has revealed that return spreads between stocks with high and low characteristics-based factor beta remain insignificant. This study investigates the time variation in the pricing of various characteristics-based factors, uncovering a notable two-regime pattern: high-beta portfolios yield higher returns than low-beta portfolios after high-sentiment periods, while the opposite occurs after low-sentiment periods. Remarkably, this two-regime pattern is completely reversed for macro factors. Mutual fund and hedge fund returns corroborate these findings. Our results suggest that exposure to characteristics-based factors likely represents mispricing levels, particularly during high-sentiment periods, whereas exposure to macro factors likely represents risk, particularly during low-sentiment periods."
Review of Financial Studies,finance,https://openalex.org/W4415522875,https://doi.org/10.1093/rfs/hhaf071,Banking-Crisis Interventions across Time and Space,2025-10-23,Andrew Metrick; Paul Schmelzing,0,"Abstract We present a new database of banking-crisis interventions, covering 1,946 interventions in 20 categories across 143 countries. We demonstrate that crisis-intervention patterns are significantly related to income and fiscal variables and to measures of the political system and currency regime. GDP losses following crises are economically significant and are larger for wealthier countries, with some evidence that these losses are mitigated by democratic political systems and liberal currency regimes. Finally, intervention frequencies reached an apex during the post–Bretton Woods era, continuing a secular increase since at least the late seventeenth century."
Review of Financial Studies,finance,https://openalex.org/W4415610297,https://doi.org/10.1093/rfs/hhaf090,Financial Advisors and Investors’ Bias,2025-10-24,Marianne Andries; Maxime Bonelli; David Sraer,0,"Abstract We study an intervention by a brokerage firm providing advisory services to high-net-worth investors. In 2018, the firm changed the information displayed on its internal platform, so that financial advisors could no longer observe which clients’ holdings were in paper gain or loss. Using data on portfolio stock transactions between 2016 and 2021, we show that, while all investors exhibit a significant disposition effect before 2018, that is, a greater propensity to realize gains than losses, highly advised investors see their bias significantly reduced afterward. Our paper shows financial firms can successfully reduce clients’ biases by appropriately manipulating advisors’ information."
Review of Financial Studies,finance,https://openalex.org/W4415627042,https://doi.org/10.1093/rfs/hhaf059,Technological Obsolescence,2025-10-24,Song Ma,0,"Abstract This paper proposes a new measure of technological obsolescence using detailed patent data. The measure contains incremental information about firm innovation relative to measures focusing on new innovation. Using this measure, we present two sets of results. First, firms’ technological obsolescence foreshadows substantially lower growth, productivity, and reallocation of capital. This finding mainly applies to obsolescence of core innovation and embodied innovation, and it is stronger in competitive product markets. Second, in stock markets, high-obsolescence firms underperform low-obsolescence firms by 7% annually. Using analyst forecast data, we show this is due to a systematic overestimation of future profits of obsolescent firms."
Review of Financial Studies,finance,https://openalex.org/W4415620327,https://doi.org/10.1093/rfs/hhaf058,How Likely Is an Inflation Disaster?,2025-10-27,Jens Hilscher; Alon Raviv; Ricardo Reis,0,"Abstract Long-dated inflation swap contracts provide widely used estimates of expected inflation. We develop methods to estimate complementary tail probabilities for persistently very high or low inflation using inflation options prices. We show that three new adjustments to conventional methods are crucial: inflation, horizon, and risk. We find that: (a) U.S. deflation risk in 2011–2014 has been overstated, (b) ECB unconventional policies lowered deflation disaster probabilities, (c) inflation expectations deanchored in 2021–2022, (d) reanchored as policy tightened, (e) but the 2021–2024 disaster left scars, and (f) U.S. expectations are less sensitive to inflation realizations than in the eurozone."
Review of Financial Studies,finance,https://openalex.org/W2940396718,https://doi.org/10.1093/rfs/hhaf091,Bank Risk-Taking and the Real Economy: Evidence from the Housing Boom and Its Aftermath,2025-10-28,Antonio Falato; Giovanni Favara; David Scharfstein,0,"Abstract During the U.S. housing credit boom, publicly traded banks increased mortgage lending activity and relaxed standards much more than privately held banks. The increase in risk had real effects for a variety of county-level aggregates including employment and consumption. Cross-sectional evidence and a quasi-experiment indicate that the increase in risk stemmed from the institutional ownership and the equity compensation of publicly traded banks, in turn leading banks to place greater weight on short-term equity performance. These results are consistent with the view that a focus on short-term earnings and stock prices amplifies boom–bust credit cycles, in turn leading to real cycles for the aggregate economy."
Review of Financial Studies,finance,https://openalex.org/W4415620312,https://doi.org/10.1093/rfs/hhaf093,"Convenience Yield, Inflation Expectations, and Public Debt Growth",2025-10-28,J. Fu; Jian Li; Yinxi Xie,0,"Abstract We present new facts on how convenience yields fluctuate with macroeconomic variables and fiscal policy: the convenience yield of long-term Treasuries is negatively correlated with inflation expectations, and inflation expectations predict future debt-to-GDP growth. To rationalize these findings, we incorporate the convenience yield into a macro-finance model with endogenous fiscal policy. The government finances deficit shocks partially through higher inflation and partially through more future borrowing, which reduces the convenience yield today. The feedback loop between the convenience yield and future debt supply amplifies the effect of fiscal shocks. We further verify this channel using empirically constructed exogenous deficit shocks."
Review of Financial Studies,finance,https://openalex.org/W4415923660,https://doi.org/10.1093/rfs/hhaf092,Raising Bond Capital in Segmented Markets,2025-10-28,Kerry Siani,0,"Abstract The difference between corporate bond yields at issuance and in secondary markets, the “issuance premium,” spikes in bad times, raising firms’ capital costs. Using new bond-level data and high-frequency variation in bond supply and demand, I estimate a model of primary markets with imperfectly elastic investors, endogenous bond supply, and underwriter frictions that quantifies drivers of issuance premiums. I find underwriters’ favoritism toward investors increases issuance premiums’ levels and cyclical variation. On the other hand, relatively elastic investors allow primary markets to absorb large bond issuances. My findings inform policies targeted at bond issuance markets. (JEL G23, E44, G32, E52)"
Review of Financial Studies,finance,https://openalex.org/W4416143948,https://doi.org/10.1093/rfs/hhaf096,Nonbank Lending and the Transmission of Monetary Policy,2025-11-06,Dominic Cucic; Denis Gorea,2,"Abstract We analyze the role of nonbank lenders in the transmission of monetary policy using data on the universe of unsecured credit to firms and households in Denmark. Nonbanks increase their credit supply after a monetary contraction, both relative to banks and in absolute terms. The increase in nonbank lending is financed through increased long-term debt. A model with segmented debt markets featuring differential investor rate sensitivities rationalizes these findings. Nonbank credit insulates corporate investment and household consumption from monetary contractions, with positive spillovers extending beyond nonbank clients through industry and geographic channels."
Review of Financial Studies,finance,https://openalex.org/W4416097257,https://doi.org/10.1093/rfs/hhaf095,Portfolio Regulation of Financial Institutions with Market Power,2025-11-06,Daniel Neuhann; SeyedMahyar Sefidgaran; Michael Sockin,0,"Abstract We examine how portfolio regulations affect risk sharing between financial institutions with market power. Unconstrained access to complete markets permits flexible exploitation of market power and induces inefficient risk sharing. Appropriate portfolio restrictions counteract this, improving liquidity and risk sharing by bundling securities with offsetting strategic incentives. However, excessive regulation can be counterproductive, destroying gains from trade. An application of our theory shows that cross-asset spillovers are critical for policy evaluation: in general equilibrium, risk sharing can improve even if certain asset-specific liquidity measures deteriorate. We also discuss the effects of asymmetric regulation for different institutions."
Review of Financial Studies,finance,https://openalex.org/W4416143976,https://doi.org/10.1093/rfs/hhaf097,Bond Market Resiliency: The Role of Insurers,2025-11-08,Maureen O’Hara; Andreas C. Rapp; Xing Zhou,1,"Abstract We examine the role of insurance companies in supporting resiliency in the corporate bond market. We show that during the COVID-19 liquidity crisis, insurers increased their corporate bond positions, particularly in bonds facing fire sales by mutual funds. Insurers with more stable funding were more likely to buy, and they bought more from dealers with whom they had prior trading relationships. Dealers improved their bond liquidity provision when they had trading relationships with insurers with more stable funding. Our work demonstrates that insurers can play an important role in supporting bond market resiliency during times of stress."
Review of Financial Studies,finance,https://openalex.org/W4416558324,https://doi.org/10.1093/rfs/hhaf094,Treasury Reuse and the Demand for Safe Assets,2025-11-09,Sebastian Infante; Zack Saravay,0,"Abstract We theoretically and empirically show how the reuse of Treasury securities as collateral alleviates safe asset scarcity. Our model characterizes how reuse allows intermediaries to efficiently reallocate the safety benefits of long-term Treasury securities to a broader investor base. By reusing Treasury securities, intermediaries can access more collateral to create safe assets without interest rate risk. When the demand for safe assets is high, intermediaries increase reuse, distributing safe asset benefits to investors that value safety the most. Using supervisory data to calculate a dealer-level measure of reuse called the “collateral multiplier,” we empirically confirm the model’s main predictions."
